3300055390_1063__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.01424346963301453, '# ambiguous bases': 0, 'Genome size': 3861887, 'Longest contig': 58068, 'N50 (scaffolds)': 11475, 'Mean scaffold length': 9488.6658476658486, '# contigs': 407, '# scaffolds': 407, '# predicted genes': 3185, 'Longest scaffold': 58068, 'GC': 0.6190642035875208, 'N50 (contigs)': 11475, 'Coding density': 0.901181210118266, 'Mean contig length': 9488.6658476658486}
3300055390_1064__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.016925718656354522, '# ambiguous bases': 0, 'Genome size': 4076222, 'Longest contig': 114026, 'N50 (scaffolds)': 30055, 'Mean scaffold length': 19884.009756097563, '# contigs': 205, '# scaffolds': 205, '# predicted genes': 3459, 'Longest scaffold': 114026, 'GC': 0.5858922796648465, 'N50 (contigs)': 30055, 'Coding density': 0.9214912730464632, 'Mean contig length': 19884.009756097563}
3300055390_1065__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.02912363116077537, '# ambiguous bases': 0, 'Genome size': 4016227, 'Longest contig': 70281, 'N50 (scaffolds)': 12571, 'Mean scaffold length': 10040.567499999999, '# contigs': 400, '# scaffolds': 400, '# predicted genes': 3904, 'Longest scaffold': 70281, 'GC': 0.6088893879753311, 'N50 (contigs)': 12571, 'Coding density': 0.885162118575469, 'Mean contig length': 10040.567499999999}
3300055390_1066__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.021246915522192916, '# ambiguous bases': 0, 'Genome size': 4717178, 'Longest contig': 132549, 'N50 (scaffolds)': 35259, 'Mean scaffold length': 23352.366336633662, '# contigs': 202, '# scaffolds': 202, '# predicted genes': 3717, 'Longest scaffold': 132549, 'GC': 0.5606044546124823, 'N50 (contigs)': 35259, 'Coding density': 0.8873822442146555, 'Mean contig length': 23352.366336633662}
3300055390_1061__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.01625007692227308, '# ambiguous bases': 0, 'Genome size': 9697638, 'Longest contig': 147565, 'N50 (scaffolds)': 28599, 'Mean scaffold length': 17925.393715341961, '# contigs': 541, '# scaffolds': 541, '# predicted genes': 7425, 'Longest scaffold': 147565, 'GC': 0.6068547825769532, 'N50 (contigs)': 28599, 'Coding density': 0.8996404072826806, 'Mean contig length': 17925.393715341961}
3300055390_1067__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.026597305169840525, '# ambiguous bases': 0, 'Genome size': 4693925, 'Longest contig': 78970, 'N50 (scaffolds)': 24432, 'Mean scaffold length': 16412.325174825175, '# contigs': 286, '# scaffolds': 286, '# predicted genes': 4599, 'Longest scaffold': 78970, 'GC': 0.45878385359800167, 'N50 (contigs)': 24432, 'Coding density': 0.8572652950356046, 'Mean contig length': 16412.325174825175}
3300055390_1074__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.018877801291758686, '# ambiguous bases': 0, 'Genome size': 2403634, 'Longest contig': 82786, 'N50 (scaffolds)': 20044, 'Mean scaffold length': 14929.403726708075, '# contigs': 161, '# scaffolds': 161, '# predicted genes': 1826, 'Longest scaffold': 82786, 'GC': 0.6011863703042976, 'N50 (contigs)': 20044, 'Coding density': 0.9160974590973501, 'Mean contig length': 14929.403726708075}
3300055390_1070__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.01564454274428126, '# ambiguous bases': 0, 'Genome size': 2922802, 'Longest contig': 52778, 'N50 (scaffolds)': 13680, 'Mean scaffold length': 11029.441509433962, '# contigs': 265, '# scaffolds': 265, '# predicted genes': 2947, 'Longest scaffold': 52778, 'GC': 0.5631370171499814, 'N50 (contigs)': 13680, 'Coding density': 0.8689623860938921, 'Mean contig length': 11029.441509433962}
3300055390_1093__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.03338163873739359, '# ambiguous bases': 0, 'Genome size': 3276728, 'Longest contig': 47058, 'N50 (scaffolds)': 13525, 'Mean scaffold length': 10708.261437908497, '# contigs': 306, '# scaffolds': 306, '# predicted genes': 3091, 'Longest scaffold': 47058, 'GC': 0.5852829407872732, 'N50 (contigs)': 13525, 'Coding density': 0.8928476822000483, 'Mean contig length': 10708.261437908497}
3300055390_1068__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.01644741026769501, '# ambiguous bases': 0, 'Genome size': 6372413, 'Longest contig': 54574, 'N50 (scaffolds)': 9227, 'Mean scaffold length': 7780.7240537240541, '# contigs': 819, '# scaffolds': 819, '# predicted genes': 5565, 'Longest scaffold': 54574, 'GC': 0.650602840713557, 'N50 (contigs)': 9227, 'Coding density': 0.8754052821121293, 'Mean contig length': 7780.7240537240541}
3300055390_1095__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.024695033483514563, '# ambiguous bases': 0, 'Genome size': 3966852, 'Longest contig': 62725, 'N50 (scaffolds)': 11841, 'Mean scaffold length': 9290.0515222482427, '# contigs': 427, '# scaffolds': 427, '# predicted genes': 3859, 'Longest scaffold': 62725, 'GC': 0.6759816095987448, 'N50 (contigs)': 11841, 'Coding density': 0.9289754192997369, 'Mean contig length': 9290.0515222482427}
3300055390_1082__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.013121153866884434, '# ambiguous bases': 0, 'Genome size': 5496944, 'Longest contig': 62399, 'N50 (scaffolds)': 15117, 'Mean scaffold length': 11670.794055201699, '# contigs': 471, '# scaffolds': 471, '# predicted genes': 4840, 'Longest scaffold': 62399, 'GC': 0.6845179794445787, 'N50 (contigs)': 15117, 'Coding density': 0.9198594710078909, 'Mean contig length': 11670.794055201699}
3300055390_1097__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.01462619762894538, '# ambiguous bases': 0, 'Genome size': 2255125, 'Longest contig': 59991, 'N50 (scaffolds)': 12647, 'Mean scaffold length': 9515.2953586497897, '# contigs': 237, '# scaffolds': 237, '# predicted genes': 2372, 'Longest scaffold': 59991, 'GC': 0.6355022448866471, 'N50 (contigs)': 12647, 'Coding density': 0.8925935369436284, 'Mean contig length': 9515.2953586497897}
3300055390_1138__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.014230826421306145, '# ambiguous bases': 0, 'Genome size': 666914, 'Longest contig': 26230, 'N50 (scaffolds)': 9088, 'Mean scaffold length': 7493.4157303370785, '# contigs': 89, '# scaffolds': 89, '# predicted genes': 775, 'Longest scaffold': 26230, 'GC': 0.3889017174628213, 'N50 (contigs)': 9088, 'Coding density': 0.8894445160845327, 'Mean contig length': 7493.4157303370785}
3300055390_1105__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.02643175737642724, '# ambiguous bases': 0, 'Genome size': 2544053, 'Longest contig': 46976, 'N50 (scaffolds)': 9397, 'Mean scaffold length': 8076.3587301587304, '# contigs': 315, '# scaffolds': 315, '# predicted genes': 2427, 'Longest scaffold': 46976, 'GC': 0.4582683615474992, 'N50 (contigs)': 9397, 'Coding density': 0.8668608712161264, 'Mean contig length': 8076.3587301587304}
3300055390_1110__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.026407530322514597, '# ambiguous bases': 0, 'Genome size': 3252048, 'Longest contig': 56217, 'N50 (scaffolds)': 10821, 'Mean scaffold length': 9291.5657142857144, '# contigs': 350, '# scaffolds': 350, '# predicted genes': 2868, 'Longest scaffold': 56217, 'GC': 0.4480007675163466, 'N50 (contigs)': 10821, 'Coding density': 0.9078682110473154, 'Mean contig length': 9291.5657142857144}
3300055390_1133__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.018453279785040105, '# ambiguous bases': 0, 'Genome size': 3730218, 'Longest contig': 44048, 'N50 (scaffolds)': 12162, 'Mean scaffold length': 9589.2493573264783, '# contigs': 389, '# scaffolds': 389, '# predicted genes': 3468, 'Longest scaffold': 44048, 'GC': 0.6884739712263466, 'N50 (contigs)': 12162, 'Coding density': 0.9440413402112156, 'Mean contig length': 9589.2493573264783}
3300055390_1146__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.01780833361874404, '# ambiguous bases': 0, 'Genome size': 3010853, 'Longest contig': 37641, 'N50 (scaffolds)': 10848, 'Mean scaffold length': 8727.1101449275357, '# contigs': 345, '# scaffolds': 345, '# predicted genes': 2787, 'Longest scaffold': 37641, 'GC': 0.5918522093240687, 'N50 (contigs)': 10848, 'Coding density': 0.8906173765374796, 'Mean contig length': 8727.1101449275357}
3300055390_1154__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.016123426524153384, '# ambiguous bases': 0, 'Genome size': 2733593, 'Longest contig': 53903, 'N50 (scaffolds)': 10493, 'Mean scaffold length': 9051.6324503311262, '# contigs': 302, '# scaffolds': 302, '# predicted genes': 2764, 'Longest scaffold': 53903, 'GC': 0.5433497232397069, 'N50 (contigs)': 10493, 'Coding density': 0.8666315724396426, 'Mean contig length': 9051.6324503311262}
3300055390_1155__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.024616465993455277, '# ambiguous bases': 0, 'Genome size': 1532024, 'Longest contig': 31701, 'N50 (scaffolds)': 10894, 'Mean scaffold length': 8704.681818181818, '# contigs': 176, '# scaffolds': 176, '# predicted genes': 1654, 'Longest scaffold': 31701, 'GC': 0.38508730933719054, 'N50 (contigs)': 10894, 'Coding density': 0.8691371675639546, 'Mean contig length': 8704.681818181818}
3300055390_1318__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.017887566569871755, '# ambiguous bases': 0, 'Genome size': 2151895, 'Longest contig': 34748, 'N50 (scaffolds)': 7289, 'Mean scaffold length': 6682.9037267080748, '# contigs': 322, '# scaffolds': 322, '# predicted genes': 2029, 'Longest scaffold': 34748, 'GC': 0.7203218558526322, 'N50 (contigs)': 7289, 'Coding density': 0.922597524507469, 'Mean contig length': 6682.9037267080748}
3300055390_1260__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.0195047630331584, '# ambiguous bases': 0, 'Genome size': 3244027, 'Longest contig': 27884, 'N50 (scaffolds)': 8743, 'Mean scaffold length': 7669.0945626477542, '# contigs': 423, '# scaffolds': 423, '# predicted genes': 2882, 'Longest scaffold': 27884, 'GC': 0.6714780733945802, 'N50 (contigs)': 8743, 'Coding density': 0.9156810347139528, 'Mean contig length': 7669.0945626477542}
3300055390_1181__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.014631583401587562, '# ambiguous bases': 0, 'Genome size': 3892617, 'Longest contig': 25722, 'N50 (scaffolds)': 7168, 'Mean scaffold length': 6381.3393442622955, '# contigs': 610, '# scaffolds': 610, '# predicted genes': 3614, 'Longest scaffold': 25722, 'GC': 0.6969683891325553, 'N50 (contigs)': 7168, 'Coding density': 0.9239467946628194, 'Mean contig length': 6381.3393442622955}
3300055390_119__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.016467755077625646, '# ambiguous bases': 0, 'Genome size': 3398342, 'Longest contig': 26785, 'N50 (scaffolds)': 7306, 'Mean scaffold length': 6935.3918367346942, '# contigs': 490, '# scaffolds': 490, '# predicted genes': 3150, 'Longest scaffold': 26785, 'GC': 0.5371901945125005, 'N50 (contigs)': 7306, 'Coding density': 0.8863716482920201, 'Mean contig length': 6935.3918367346942}
3300055390_145__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.021111800494859844, '# ambiguous bases': 0, 'Genome size': 1344094, 'Longest contig': 35193, 'N50 (scaffolds)': 8885, 'Mean scaffold length': 7636.897727272727, '# contigs': 176, '# scaffolds': 176, '# predicted genes': 1452, 'Longest scaffold': 35193, 'GC': 0.6271882770103877, 'N50 (contigs)': 8885, 'Coding density': 0.8848852833209582, 'Mean contig length': 7636.897727272727}
3300055390_1329__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.01880482958767109, '# ambiguous bases': 0, 'Genome size': 2866074, 'Longest contig': 28939, 'N50 (scaffolds)': 9112, 'Mean scaffold length': 8005.7932960893859, '# contigs': 358, '# scaffolds': 358, '# predicted genes': 2665, 'Longest scaffold': 28939, 'GC': 0.5930234180973695, 'N50 (contigs)': 9112, 'Coding density': 0.8804148113412285, 'Mean contig length': 8005.7932960893859}
3300055390_139__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.012924452545319251, '# ambiguous bases': 0, 'Genome size': 2851965, 'Longest contig': 40263, 'N50 (scaffolds)': 6692, 'Mean scaffold length': 6309.6570796460173, '# contigs': 452, '# scaffolds': 452, '# predicted genes': 2619, 'Longest scaffold': 40263, 'GC': 0.6709777293900872, 'N50 (contigs)': 6692, 'Coding density': 0.9086889214979847, 'Mean contig length': 6309.6570796460173}
3300055390_157__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.013491618967743372, '# ambiguous bases': 0, 'Genome size': 2405007, 'Longest contig': 44728, 'N50 (scaffolds)': 12038, 'Mean scaffold length': 9358.0038910505828, '# contigs': 257, '# scaffolds': 257, '# predicted genes': 2208, 'Longest scaffold': 44728, 'GC': 0.6421266133528926, 'N50 (contigs)': 12038, 'Coding density': 0.9360026810732776, 'Mean contig length': 9358.0038910505828}
3300055390_151__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.021983365933211506, '# ambiguous bases': 0, 'Genome size': 4553080, 'Longest contig': 44050, 'N50 (scaffolds)': 9752, 'Mean scaffold length': 8354.2752293577978, '# contigs': 545, '# scaffolds': 545, '# predicted genes': 4191, 'Longest scaffold': 44050, 'GC': 0.5710262064360828, 'N50 (contigs)': 9752, 'Coding density': 0.8228151053792159, 'Mean contig length': 8354.2752293577978}
3300055390_173__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.014231453755549234, '# ambiguous bases': 0, 'Genome size': 2655743, 'Longest contig': 55215, 'N50 (scaffolds)': 14112, 'Mean scaffold length': 10751.995951417004, '# contigs': 247, '# scaffolds': 247, '# predicted genes': 2666, 'Longest scaffold': 55215, 'GC': 0.6967157590173447, 'N50 (contigs)': 14112, 'Coding density': 0.9058835888864246, 'Mean contig length': 10751.995951417004}
3300055390_165__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.015385665380181124, '# ambiguous bases': 0, 'Genome size': 3158073, 'Longest contig': 70756, 'N50 (scaffolds)': 19043, 'Mean scaffold length': 14967.170616113744, '# contigs': 211, '# scaffolds': 211, '# predicted genes': 3214, 'Longest scaffold': 70756, 'GC': 0.4787758231047857, 'N50 (contigs)': 19043, 'Coding density': 0.8600760653727764, 'Mean contig length': 14967.170616113744}
3300055390_177__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.01898562505568342, '# ambiguous bases': 0, 'Genome size': 2951265, 'Longest contig': 47308, 'N50 (scaffolds)': 12153, 'Mean scaffold length': 9644.6568627450979, '# contigs': 306, '# scaffolds': 306, '# predicted genes': 2858, 'Longest scaffold': 47308, 'GC': 0.6682195600869457, 'N50 (contigs)': 12153, 'Coding density': 0.9000584495123277, 'Mean contig length': 9644.6568627450979}
3300055390_178__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.026900187177063356, '# ambiguous bases': 0, 'Genome size': 3536194, 'Longest contig': 75034, 'N50 (scaffolds)': 11858, 'Mean scaffold length': 9355.0105820105819, '# contigs': 378, '# scaffolds': 378, '# predicted genes': 3250, 'Longest scaffold': 75034, 'GC': 0.5760365522932283, 'N50 (contigs)': 11858, 'Coding density': 0.9183090633602116, 'Mean contig length': 9355.0105820105819}
3300055390_195__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.025327938103457924, '# ambiguous bases': 0, 'Genome size': 1814215, 'Longest contig': 74265, 'N50 (scaffolds)': 24422, 'Mean scaffold length': 16055.0, '# contigs': 113, '# scaffolds': 113, '# predicted genes': 2083, 'Longest scaffold': 74265, 'GC': 0.5065270654249909, 'N50 (contigs)': 24422, 'Coding density': 0.8826969240139675, 'Mean contig length': 16055.0}
3300055390_185__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.02380652235938774, '# ambiguous bases': 0, 'Genome size': 3153164, 'Longest contig': 70401, 'N50 (scaffolds)': 20698, 'Mean scaffold length': 14734.41121495327, '# contigs': 214, '# scaffolds': 214, '# predicted genes': 2901, 'Longest scaffold': 70401, 'GC': 0.586801384260381, 'N50 (contigs)': 20698, 'Coding density': 0.9211046428286, 'Mean contig length': 14734.41121495327}
3300055390_196__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.06405237066208917, '# ambiguous bases': 0, 'Genome size': 3678877, 'Longest contig': 43823, 'N50 (scaffolds)': 9874, 'Mean scaffold length': 7962.9372294372297, '# contigs': 462, '# scaffolds': 462, '# predicted genes': 3401, 'Longest scaffold': 43823, 'GC': 0.6478447091327054, 'N50 (contigs)': 9874, 'Coding density': 0.9066734223514404, 'Mean contig length': 7962.9372294372297}
3300055390_198__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.012483139620116145, '# ambiguous bases': 0, 'Genome size': 3361197, 'Longest contig': 833103, 'N50 (scaffolds)': 496391, 'Mean scaffold length': 336119.70000000001, '# contigs': 10, '# scaffolds': 10, '# predicted genes': 2973, 'Longest scaffold': 833103, 'GC': 0.5758743090631105, 'N50 (contigs)': 496391, 'Coding density': 0.9263229736311202, 'Mean contig length': 336119.70000000001}
3300055390_235__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.022106852036323496, '# ambiguous bases': 0, 'Genome size': 3468536, 'Longest contig': 33680, 'N50 (scaffolds)': 7813, 'Mean scaffold length': 7136.9053497942386, '# contigs': 486, '# scaffolds': 486, '# predicted genes': 3157, 'Longest scaffold': 33680, 'GC': 0.4344210352725184, 'N50 (contigs)': 7813, 'Coding density': 0.917310646336091, 'Mean contig length': 7136.9053497942386}
3300055390_240__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.029579158721196878, '# ambiguous bases': 0, 'Genome size': 2492758, 'Longest contig': 91932, 'N50 (scaffolds)': 23114, 'Mean scaffold length': 15199.743902439024, '# contigs': 164, '# scaffolds': 164, '# predicted genes': 2392, 'Longest scaffold': 91932, 'GC': 0.48883285100278484, 'N50 (contigs)': 23114, 'Coding density': 0.9092370779674561, 'Mean contig length': 15199.743902439024}
3300055390_212__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.03689936037062704, '# ambiguous bases': 0, 'Genome size': 5832904, 'Longest contig': 65860, 'N50 (scaffolds)': 13855, 'Mean scaffold length': 10472.0, '# contigs': 557, '# scaffolds': 557, '# predicted genes': 5204, 'Longest scaffold': 65860, 'GC': 0.7190157767040226, 'N50 (contigs)': 13855, 'Coding density': 0.9321293475771245, 'Mean contig length': 10472.0}
3300055390_229__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.01421095240184618, '# ambiguous bases': 0, 'Genome size': 6222540, 'Longest contig': 128425, 'N50 (scaffolds)': 27807, 'Mean scaffold length': 18630.359281437126, '# contigs': 334, '# scaffolds': 334, '# predicted genes': 5408, 'Longest scaffold': 128425, 'GC': 0.7159712914661859, 'N50 (contigs)': 27807, 'Coding density': 0.9353722113477776, 'Mean contig length': 18630.359281437126}
3300055390_286__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.01868886414334267, '# ambiguous bases': 0, 'Genome size': 2607199, 'Longest contig': 38889, 'N50 (scaffolds)': 8233, 'Mean scaffold length': 7303.0784313725489, '# contigs': 357, '# scaffolds': 357, '# predicted genes': 2346, 'Longest scaffold': 38889, 'GC': 0.6809556922965988, 'N50 (contigs)': 8233, 'Coding density': 0.9095807416311528, 'Mean contig length': 7303.0784313725489}
3300055390_297__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.011702097404417123, '# ambiguous bases': 0, 'Genome size': 1286930, 'Longest contig': 129291, 'N50 (scaffolds)': 35449, 'Mean scaffold length': 22980.892857142859, '# contigs': 56, '# scaffolds': 56, '# predicted genes': 1464, 'Longest scaffold': 129291, 'GC': 0.47516958964357037, 'N50 (contigs)': 35449, 'Coding density': 0.9142385366725463, 'Mean contig length': 22980.892857142859}
3300055390_316__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.016917812840772352, '# ambiguous bases': 0, 'Genome size': 1730642, 'Longest contig': 24367, 'N50 (scaffolds)': 9546, 'Mean scaffold length': 8525.3300492610833, '# contigs': 203, '# scaffolds': 203, '# predicted genes': 1822, 'Longest scaffold': 24367, 'GC': 0.464671491851001, 'N50 (contigs)': 9546, 'Coding density': 0.8739982041346506, 'Mean contig length': 8525.3300492610833}
3300055390_290__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.02503662969963697, '# ambiguous bases': 0, 'Genome size': 5109113, 'Longest contig': 63139, 'N50 (scaffolds)': 10693, 'Mean scaffold length': 8763.4871355060041, '# contigs': 583, '# scaffolds': 583, '# predicted genes': 4934, 'Longest scaffold': 63139, 'GC': 0.567625730728602, 'N50 (contigs)': 10693, 'Coding density': 0.8497050270761285, 'Mean contig length': 8763.4871355060041}
3300055390_318__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.013183620234859169, '# ambiguous bases': 0, 'Genome size': 2596332, 'Longest contig': 261384, 'N50 (scaffolds)': 39707, 'Mean scaffold length': 24726.971428571429, '# contigs': 105, '# scaffolds': 105, '# predicted genes': 2464, 'Longest scaffold': 261384, 'GC': 0.6296644650992246, 'N50 (contigs)': 39707, 'Coding density': 0.9221971612259141, 'Mean contig length': 24726.971428571429}
3300055390_382__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.02238623517914488, '# ambiguous bases': 0, 'Genome size': 1347144, 'Longest contig': 37536, 'N50 (scaffolds)': 14071, 'Mean scaffold length': 11416.474576271186, '# contigs': 118, '# scaffolds': 118, '# predicted genes': 1396, 'Longest scaffold': 37536, 'GC': 0.4185038867411353, 'N50 (contigs)': 14071, 'Coding density': 0.9439287856383579, 'Mean contig length': 11416.474576271186}
3300055390_333__dereplicated_genomes	{'Translation table': 11, 'GC std': 0.017859163069954904, '# ambiguous bases': 0, 'Genome size': 2645045, 'Longest contig': 36381, 'N50 (scaffolds)': 9610, 'Mean scaffold length': 8477.7083333333339, '# contigs': 312, '# scaffolds': 312, '# predicted genes': 2428, 'Longest scaffold': 36381, 'GC': 0.4674222933825322, 'N50 (contigs)': 9610, 'Coding density': 0.9097728015969483, 'Mean contig length': 8477.7083333333339}
